Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score
S0216,Male,19,Civil,1,67.4,2.3,4.79,51.5,No,1,7.4,Low,No,7.0,No,3.6,F,28.0
S0217,Male,18,MBA,3,93.6,5.3,9.94,97.6,Yes,2,7.2,Medium,Yes,8.7,Yes,23.8,B,62.9
S0218,Female,21,Mechanical,2,68.8,4.6,7.36,62.8,Yes,2,6.4,Low,No,5.7,No,20.9,D,37.6
S0219,Female,21,BBA,2,93.2,7.1,8.91,80.6,Yes,1,7.0,Medium,Yes,,No,8.1,B,64.6
S0220,Female,19,Electrical,4,72.9,0.9,6.06,54.5,No,1,6.0,Low,Yes,4.6,Yes,6.7,D,37.7
S0221,Female,24,BBA,2,83.7,6.5,8.52,75.7,Yes,1,5.7,High,Yes,7.9,No,5.7,C,59.3
S0222,Female,18,Electrical,1,76.8,3.7,5.83,65.3,No,1,6.2,Medium,Yes,3.1,No,13.3,C,45.5
S0223,Male,20,Electronics,2,70.6,6.0,8.36,78.4,Yes,2,6.2,Medium,Yes,1.7,No,12.1,D,40.0
S0224,Male,23,Computer Science,4,82.1,6.6,7.71,76.9,No,1,8.3,Medium,Yes,7.2,No,3.2,B,67.5
S0225,Male,20,Electrical,1,76.4,7.3,9.06,89.2,No,1,4.9,High,Yes,3.3,No,12.1,B,60.3
S0226,Male,20,Computer Science,1,79.0,5.7,7.07,63.9,No,0,6.5,Low,No,5.7,No,3.9,C,52.9
S0227,Other,19,Civil,1,71.7,3.3,5.62,60.0,Yes,2,7.3,High,Yes,6.6,No,1.2,F,27.9
S0228,Male,19,Computer Science,1,71.2,3.3,7.29,76.5,Yes,2,8.9,Medium,Yes,7.6,Yes,13.0,D,38.6
S0229,Female,25,Civil,3,77.8,7.0,7.11,70.6,Yes,0,5.8,Medium,Yes,3.9,No,11.4,B,66.4
S0230,Female,20,Mechanical,3,73.8,4.8,7.17,69.0,Yes,1,5.2,Medium,Yes,6.6,No,6.3,D,33.6
S0231,Female,22,Mechanical,2,84.4,5.4,7.81,65.9,No,4,7.4,Low,No,8.9,No,8.5,B,64.0
S0232,Female,19,MBA,3,65.1,0.5,5.76,63.4,Yes,1,6.7,Medium,Yes,4.6,Yes,30.4,D,39.8
S0233,Female,19,MBA,2,74.0,4.9,5.42,72.0,Yes,1,6.2,Medium,Yes,6.7,No,10.0,C,51.6
S0234,Female,17,Electronics,4,81.6,1.9,6.37,63.6,No,1,7.0,Low,No,4.7,Yes,11.7,F,27.4
S0235,Male,21,Electrical,4,83.9,4.3,8.3,82.0,Yes,3,7.5,Medium,Yes,6.6,No,1.7,C,47.5
S0236,Female,19,Electronics,2,,3.5,7.68,71.5,No,2,7.4,Low,No,4.1,Yes,2.8,C,53.3
S0237,Male,22,Civil,4,,7.6,,90.0,Yes,2,6.9,Low,No,10.0,No,4.6,C,54.3
S0238,Male,20,Electronics,3,97.6,7.0,9.55,83.7,Yes,1,8.1,Low,No,9.5,No,8.8,A,75.3
S0239,Female,24,Computer Science,2,79.2,2.3,7.63,72.6,Yes,0,6.7,Low,Yes,8.0,Yes,16.0,C,50.1
S0240,Male,18,Civil,1,69.6,2.0,6.74,54.3,No,0,6.6,Medium,No,8.0,No,4.9,F,24.7
S0241,Female,22,MBA,2,76.7,5.6,6.74,58.0,Yes,1,7.4,Low,Yes,6.1,No,5.4,D,35.7
S0242,Female,21,Mechanical,3,69.9,3.3,6.79,58.7,No,1,5.0,High,Yes,2.2,Yes,4.0,C,48.2
S0243,Female,21,MBA,4,79.6,,6.2,73.9,Yes,1,7.2,Medium,Yes,6.5,No,3.9,C,55.1
S0244,Male,22,Electrical,3,66.2,6.1,7.32,76.8,Yes,3,6.1,Low,Yes,5.9,Yes,30.7,C,46.6
S0245,Male,21,Civil,4,73.7,3.9,7.43,76.9,Yes,2,4.9,Medium,Yes,4.5,Yes,11.1,D,44.0
S0246,Female,20,Civil,3,73.3,3.9,9.31,73.7,No,4,7.0,High,Yes,2.5,Yes,2.7,D,42.9
S0247,Male,18,Computer Science,4,72.7,6.6,,71.3,Yes,1,6.0,Medium,Yes,7.1,No,13.8,D,35.8
S0248,Other,17,Electrical,3,64.5,,5.87,61.5,No,1,4.6,Low,No,2.1,Yes,13.8,D,36.2
S0249,Other,23,Mechanical,2,69.0,4.2,5.74,81.2,Yes,5,5.5,High,Yes,5.0,No,12.0,D,43.4
S0250,Female,20,BBA,2,83.8,4.8,7.53,79.4,Yes,0,8.5,Medium,Yes,10.0,No,2.4,B,63.0
S0251,Male,21,Civil,3,73.6,4.3,7.55,67.8,Yes,5,5.8,Low,No,5.9,No,6.2,D,40.9
S0252,Male,20,Civil,1,93.7,5.8,8.95,74.0,No,3,6.9,Low,No,7.7,No,2.1,C,55.0
S0253,Female,18,Computer Science,3,76.1,6.4,6.78,63.1,No,0,5.2,Medium,No,6.4,No,18.0,C,47.1
S0254,Male,18,Electronics,1,67.0,3.7,6.8,65.3,No,0,9.0,Low,Yes,5.5,No,11.6,C,46.2
S0255,Male,21,Mechanical,2,73.8,4.4,4.34,50.7,No,2,6.6,High,Yes,7.1,No,8.1,C,52.1
S0256,Female,20,MBA,3,71.0,0.3,5.98,67.9,Yes,0,5.7,Medium,Yes,5.7,No,5.2,D,32.4
S0257,Female,19,Electrical,1,83.0,6.8,7.91,77.0,No,1,7.6,High,Yes,4.6,No,3.0,C,53.9
S0258,Female,20,Civil,1,76.1,,7.12,58.8,Yes,1,9.0,Medium,Yes,4.3,No,2.1,C,47.9
S0259,Female,18,Civil,2,71.7,2.9,7.34,71.2,Yes,1,6.0,Low,Yes,5.7,Yes,35.8,D,37.2
S0260,Male,20,MBA,4,81.4,3.8,7.93,72.3,No,1,5.7,Low,No,8.9,Yes,3.2,B,71.4
S0261,Female,19,Mechanical,1,74.3,5.4,8.01,68.8,Yes,1,9.3,Medium,Yes,5.4,No,1.6,D,32.9
S0262,Other,21,Electronics,4,66.4,1.7,6.88,58.1,No,0,6.4,Medium,No,3.3,Yes,33.6,C,51.6
S0263,Male,19,Civil,1,73.5,6.8,,68.7,Yes,1,6.2,Medium,Yes,6.5,No,9.0,C,51.1
S0264,Female,20,Mechanical,4,77.6,4.9,7.33,80.6,Yes,0,3.9,Low,Yes,3.4,No,16.9,C,51.0
S0265,Female,17,MBA,4,91.3,,9.47,81.1,No,2,6.5,Low,Yes,9.2,Yes,1.4,C,47.9
S0266,Female,18,Computer Science,2,81.7,6.3,8.71,,Yes,1,4.9,Low,Yes,4.2,No,9.4,C,48.5
S0267,Female,19,Electronics,2,73.4,3.7,6.66,69.9,No,1,5.8,Medium,Yes,4.9,No,6.1,D,42.6
S0268,Female,20,Electrical,2,70.0,4.3,6.09,59.2,No,1,4.1,Low,Yes,4.4,No,15.8,C,48.5
S0269,Male,20,Civil,3,69.2,3.1,6.56,51.6,No,2,8.0,Medium,No,9.0,No,1.4,D,44.9
S0270,Male,19,Mechanical,1,83.3,4.0,7.16,79.0,Yes,1,4.7,Medium,Yes,9.7,No,6.1,B,67.0
S0271,Female,21,Computer Science,1,80.5,5.2,6.3,56.4,Yes,2,4.2,High,No,4.5,No,17.0,C,46.1
S0272,Female,22,Electrical,1,94.1,4.2,9.84,84.0,No,1,5.4,Low,No,6.6,Yes,8.4,B,61.5
S0273,Female,21,BBA,2,71.6,5.5,4.73,55.5,No,2,8.0,Low,Yes,4.9,No,9.0,D,40.0
S0274,Female,17,Mechanical,1,71.4,3.6,6.28,60.9,No,3,6.0,Medium,Yes,6.7,Yes,2.0,F,29.1
S0275,Female,20,Mechanical,3,,4.5,5.87,59.6,Yes,1,6.1,Medium,Yes,8.2,Yes,2.4,D,36.7
S0276,Female,18,Electrical,4,86.1,5.9,7.49,61.7,No,2,7.1,Low,Yes,9.9,No,12.3,C,52.1
S0277,Female,19,Computer Science,2,80.3,3.2,6.76,56.8,Yes,0,6.3,High,Yes,6.0,No,12.2,D,43.6
S0278,Female,25,BBA,2,69.5,4.2,7.35,87.4,Yes,3,8.0,High,Yes,4.6,Yes,39.7,D,40.2
S0279,Female,18,MBA,2,74.7,1.9,7.07,76.7,No,2,6.2,Low,No,5.0,Yes,13.4,D,42.1
S0280,Female,20,Computer Science,4,72.1,4.8,8.07,68.7,No,0,6.2,Low,Yes,5.2,No,7.8,D,38.3
S0281,Female,20,Electronics,4,64.1,4.0,6.93,53.8,No,5,9.2,Medium,Yes,6.5,No,20.5,D,34.8
S0282,Male,21,Civil,4,79.3,3.7,7.74,68.3,Yes,3,6.6,Medium,Yes,5.4,Yes,2.1,C,52.0
S0283,Male,20,Electrical,4,76.4,3.9,6.65,53.6,No,2,6.8,Low,No,5.7,No,7.0,C,49.9
S0284,Male,17,MBA,1,69.9,2.8,5.09,61.1,No,2,6.2,Medium,Yes,7.1,No,4.4,C,49.6
S0285,Female,19,BBA,4,75.1,6.9,6.57,68.6,Yes,2,3.6,Medium,Yes,7.1,No,2.1,D,41.7
S0286,Male,20,Electrical,3,78.6,3.5,6.55,59.3,No,3,7.5,Low,No,,Yes,15.4,D,35.8
S0287,Male,18,Electrical,1,57.5,4.3,5.81,52.3,No,1,8.5,Medium,No,8.1,No,8.1,F,23.2
S0288,Female,19,Computer Science,4,83.8,5.7,7.81,73.2,Yes,1,8.0,High,Yes,9.7,No,9.1,C,53.6
S0289,Male,17,Civil,1,71.7,2.8,,52.5,Yes,1,5.8,Low,Yes,4.0,Yes,6.3,D,38.6
S0290,Female,18,Electronics,3,69.1,,6.47,61.0,Yes,3,6.3,Low,Yes,5.0,Yes,7.2,F,28.0
S0291,Male,19,Mechanical,1,,6.6,7.52,54.7,No,1,6.9,Medium,Yes,3.9,No,2.2,B,62.6
S0292,Male,18,Mechanical,2,78.2,5.0,7.66,79.9,Yes,4,6.9,High,Yes,6.7,No,12.2,D,42.9
S0293,Female,20,Electrical,3,70.5,4.8,5.69,66.8,Yes,0,7.3,High,Yes,7.7,No,6.7,C,47.3
S0294,Male,21,Civil,2,76.0,7.0,8.58,72.5,Yes,1,6.7,Medium,Yes,6.6,No,18.0,B,64.3
S0295,Male,22,BBA,2,59.9,0.9,4.32,46.1,No,4,6.1,Medium,No,4.0,No,3.2,F,19.8
S0296,Female,19,BBA,2,81.1,3.7,7.73,64.5,No,1,6.7,Medium,Yes,6.4,Yes,3.3,D,44.1
S0297,Female,18,MBA,4,76.9,4.2,5.49,47.8,No,1,7.7,Medium,No,7.5,No,11.4,D,40.6
S0298,Male,18,Computer Science,1,85.4,2.6,5.87,47.7,Yes,2,10.0,Low,Yes,8.4,Yes,19.7,D,30.9
S0299,Female,20,Civil,2,87.0,6.6,8.62,68.7,No,0,5.9,Low,Yes,5.0,No,7.4,C,59.3
S0300,Male,21,Civil,4,66.6,3.5,6.67,56.7,Yes,0,6.8,Low,Yes,7.0,No,14.0,F,22.0
S0301,Male,17,Computer Science,4,76.1,2.5,6.69,62.6,No,0,6.1,Medium,Yes,5.8,Yes,50.0,D,44.0
S0302,Female,23,BBA,2,70.6,3.3,5.32,63.2,Yes,0,6.9,Low,Yes,7.7,Yes,47.3,D,30.9
S0303,Female,18,BBA,3,81.4,0.1,7.4,84.8,Yes,3,7.7,High,Yes,7.1,No,14.6,D,35.3
S0304,Female,20,BBA,3,81.4,5.5,7.53,58.0,No,0,6.3,Low,Yes,4.8,No,14.5,D,37.5
S0305,Female,21,Electrical,4,89.2,2.2,7.15,68.7,Yes,5,4.0,Low,Yes,4.1,Yes,3.8,C,45.5
S0306,Other,22,Civil,2,78.8,5.8,8.0,74.5,Yes,1,7.7,Medium,Yes,5.3,No,18.9,C,54.0
S0307,Female,21,Mechanical,1,69.6,4.5,6.99,66.0,Yes,0,6.7,Medium,Yes,4.9,No,6.2,D,37.9
S0308,Male,22,Computer Science,1,77.5,5.2,8.51,72.1,No,0,6.1,Low,No,1.0,Yes,33.7,B,62.1
S0309,Female,19,BBA,1,100.0,3.0,8.12,76.9,No,2,5.8,Low,Yes,7.5,Yes,1.8,C,55.6
S0310,Male,22,MBA,3,84.1,4.1,7.7,51.1,No,3,6.9,High,Yes,9.3,No,6.7,C,53.3
S0311,Male,18,BBA,1,69.3,4.0,5.69,69.5,Yes,2,5.7,Low,Yes,4.7,Yes,9.1,D,40.8
S0312,Male,22,BBA,3,72.8,2.9,6.12,63.6,Yes,2,5.8,Low,Yes,6.6,No,6.2,D,30.4
S0313,Male,20,Electronics,2,82.1,3.5,8.24,71.7,No,1,5.0,High,Yes,6.1,No,3.4,D,38.5
S0314,Other,22,Electrical,1,60.0,3.1,4.87,36.4,No,1,5.7,Low,Yes,3.4,No,10.0,F,29.0
S0315,Female,20,Computer Science,4,74.0,1.2,5.77,65.1,Yes,4,7.3,Medium,Yes,8.3,Yes,15.1,D,43.9
S0316,Female,20,Electronics,2,83.7,4.8,8.88,62.1,No,2,4.8,Medium,Yes,7.1,Yes,11.4,D,35.1
S0317,Male,20,Electronics,1,75.3,,6.55,55.2,No,5,7.9,Low,No,5.4,No,3.7,D,33.4
S0318,Male,21,MBA,3,89.4,6.4,10.0,99.4,Yes,1,5.1,Low,Yes,6.4,No,14.2,C,55.0
S0319,Male,18,Civil,1,73.5,3.9,6.32,61.3,No,1,6.7,Low,No,5.3,No,4.0,F,23.6
S0320,Male,18,MBA,3,69.7,4.9,6.89,61.3,Yes,1,7.1,Low,Yes,9.4,No,2.9,F,25.8
S0321,Female,19,Civil,3,74.9,4.2,7.62,78.4,Yes,5,7.5,Low,Yes,6.4,Yes,12.7,C,54.6
S0322,Female,18,Civil,2,82.2,4.1,6.23,74.2,Yes,1,7.5,Medium,Yes,7.2,No,19.5,D,40.3
S0323,Female,22,Computer Science,3,86.5,3.9,6.84,66.5,Yes,2,6.4,Medium,Yes,9.1,No,7.6,D,43.6
S0324,Male,19,BBA,2,70.3,6.9,6.78,72.5,Yes,0,6.3,Medium,Yes,3.5,No,8.6,D,42.8
S0325,Female,24,Computer Science,2,91.3,7.9,10.0,,Yes,1,7.2,High,Yes,7.7,No,4.6,B,69.5
S0326,Female,19,Electrical,1,87.5,6.5,9.58,86.0,Yes,2,6.8,Medium,No,5.2,Yes,7.8,B,69.2
S0327,Female,18,Civil,1,80.1,4.4,7.9,79.4,Yes,1,6.1,Low,No,3.9,Yes,2.4,F,29.8
S0328,Female,21,Electronics,4,71.7,4.8,4.92,63.7,Yes,0,6.9,High,Yes,9.5,No,32.2,D,32.2
S0329,Male,21,BBA,2,,3.9,7.06,82.9,Yes,2,6.3,Low,Yes,5.6,Yes,17.1,D,42.3
S0330,Male,20,Mechanical,2,73.9,4.1,7.4,73.9,No,0,5.8,Low,No,6.2,Yes,12.0,C,47.7
S0331,Male,20,Electrical,2,88.2,5.8,7.59,75.0,No,1,6.0,Medium,No,7.3,No,8.7,A,82.9
S0332,Female,21,Computer Science,3,74.2,3.3,9.72,,Yes,1,7.1,Medium,Yes,5.9,Yes,16.7,C,55.1
S0333,Male,19,MBA,1,72.5,4.1,5.89,46.2,No,0,5.4,Medium,Yes,8.0,No,7.8,D,34.8
S0334,Male,25,Electrical,2,75.5,2.7,6.17,68.4,Yes,0,7.8,Low,No,8.4,Yes,4.6,F,29.3
S0335,Male,24,Electrical,3,70.3,3.8,6.4,52.6,No,4,5.8,Medium,Yes,5.6,No,2.7,F,22.7
S0336,Male,21,BBA,1,85.5,4.3,8.96,84.9,Yes,2,3.8,Low,Yes,6.7,Yes,11.4,C,58.9
S0337,Female,18,Electrical,1,86.0,,8.28,66.2,No,2,7.2,High,Yes,9.5,No,27.5,C,50.9
S0338,Female,21,Electrical,1,75.3,3.4,6.81,75.2,Yes,3,3.3,Low,Yes,6.4,Yes,2.7,D,36.1
S0339,Male,18,Mechanical,2,,5.0,7.34,51.6,No,0,5.3,High,Yes,4.3,No,3.0,C,53.4
S0340,Male,17,MBA,4,67.7,4.3,7.14,60.4,No,1,9.4,Medium,No,6.3,Yes,6.7,F,24.4
S0341,Female,19,MBA,1,78.5,3.6,6.41,57.6,No,1,7.8,High,Yes,8.2,No,17.4,D,42.6
S0342,Male,20,MBA,1,88.3,5.9,8.92,62.6,No,2,7.7,Medium,No,7.8,No,4.5,C,45.1
S0343,Male,22,Civil,2,79.7,5.9,6.46,69.0,No,1,5.2,Medium,Yes,3.7,Yes,3.9,C,54.9
S0344,Male,21,Electronics,3,72.0,3.2,6.06,63.9,No,1,6.3,Low,Yes,,No,10.7,F,26.2
S0345,Male,21,MBA,3,78.4,3.6,6.24,51.8,No,1,8.0,Low,No,7.9,No,8.7,C,46.6
S0346,Female,20,Electrical,2,75.5,2.3,8.15,87.4,No,2,7.3,Low,No,3.8,Yes,1.6,F,29.4
S0347,Female,19,Electrical,3,83.4,5.4,6.43,64.3,Yes,1,7.9,High,Yes,7.3,No,1.9,B,67.9
S0348,Male,19,MBA,3,74.3,4.2,5.88,47.0,No,2,8.6,High,Yes,8.6,No,11.3,C,48.7
S0349,Male,25,BBA,4,71.8,2.9,,62.7,Yes,2,7.3,Medium,Yes,7.0,Yes,7.3,D,36.8
S0350,Female,17,MBA,3,70.0,2.4,7.01,71.4,Yes,0,5.0,Low,No,3.5,Yes,36.4,D,43.7
S0351,Female,22,Electrical,1,77.5,4.2,6.9,59.2,Yes,5,7.2,Medium,Yes,6.1,No,12.3,C,53.2
S0352,Female,20,Civil,1,87.1,5.1,8.4,75.9,Yes,1,6.2,Medium,No,8.5,No,1.1,B,60.3
S0353,Female,20,Computer Science,1,58.7,1.7,4.86,65.1,No,2,5.0,Medium,No,4.1,No,7.6,F,21.0
S0354,Male,21,Computer Science,2,87.4,5.9,7.26,61.2,Yes,0,7.6,Medium,Yes,9.4,No,6.4,C,56.8
S0355,Male,20,MBA,4,72.5,2.3,5.6,61.6,Yes,0,7.9,High,Yes,6.2,No,2.1,D,38.4
S0356,Female,22,Mechanical,2,87.9,4.6,8.81,88.1,Yes,3,6.4,Low,Yes,7.0,Yes,26.7,C,55.8
S0357,Male,23,MBA,1,87.1,5.5,8.27,83.7,Yes,1,6.9,Medium,Yes,6.8,No,17.3,B,64.7
S0358,Female,20,BBA,3,69.9,5.6,7.35,94.4,Yes,2,4.0,Medium,Yes,5.2,No,3.6,D,35.8
S0359,Female,19,MBA,2,66.3,0.0,4.0,39.0,No,1,7.8,Low,No,3.3,Yes,4.0,F,13.7
S0360,Female,20,Computer Science,1,84.8,4.6,6.48,,No,1,7.5,Low,No,8.0,No,1.3,C,50.0
S0361,Male,23,Electrical,2,69.6,,7.31,69.0,Yes,3,6.8,Low,Yes,5.3,Yes,4.5,D,44.3
S0362,Female,19,MBA,2,72.3,5.6,7.54,63.0,No,1,5.0,High,Yes,6.5,No,9.8,D,33.1
S0363,Male,20,Electrical,3,85.4,3.4,7.67,90.4,Yes,1,4.5,Medium,Yes,6.0,Yes,6.5,C,53.6
S0364,Female,20,Electrical,1,76.8,4.5,9.01,77.7,Yes,2,8.9,Medium,Yes,4.1,Yes,35.8,C,55.7
S0365,Female,21,Mechanical,1,63.7,0.8,4.9,59.0,Yes,3,5.3,High,Yes,6.5,No,1.6,F,29.8
S0366,Male,18,Electrical,2,80.1,3.4,5.27,52.1,No,1,6.7,Medium,No,6.3,Yes,10.0,D,41.0
S0367,Other,21,Computer Science,1,78.4,6.1,,61.5,Yes,3,5.3,Low,Yes,7.1,No,20.5,D,44.5
S0368,Female,23,Civil,3,66.8,10.3,6.66,59.7,No,1,3.8,Medium,Yes,3.5,No,7.6,C,53.2
S0369,Male,18,Civil,2,81.9,8.5,7.81,81.4,Yes,0,7.0,Medium,Yes,9.4,No,1.0,C,56.8
S0370,Male,19,Electronics,2,88.2,6.1,8.51,66.4,Yes,1,7.2,Medium,Yes,8.1,No,3.8,C,53.8
S0371,Male,24,BBA,4,74.3,2.4,6.28,63.4,Yes,1,4.5,Medium,No,6.0,Yes,4.9,D,35.3
S0372,Male,18,MBA,3,66.2,3.9,5.7,53.4,No,3,7.8,Medium,Yes,5.7,No,34.8,D,33.3
S0373,Male,22,BBA,1,73.9,1.9,5.57,58.8,Yes,3,5.9,Low,Yes,6.4,Yes,25.3,D,34.3
S0374,Female,20,Computer Science,2,59.3,1.7,5.36,56.9,Yes,2,5.2,High,Yes,1.9,Yes,30.8,F,18.4
S0375,Male,19,Electrical,3,61.5,3.8,5.47,,Yes,4,5.1,Low,No,4.3,No,18.5,F,19.1
S0376,Male,22,Civil,3,,3.8,4.74,40.4,Yes,2,7.5,Low,Yes,9.6,No,5.3,D,43.3
S0377,Female,20,BBA,1,83.5,3.8,7.57,78.6,Yes,2,4.2,Low,No,7.1,No,24.6,C,51.4
S0378,Male,20,Computer Science,4,75.3,,7.42,61.9,Yes,0,5.0,Low,No,6.3,No,41.0,B,60.5
S0379,Female,19,Civil,2,68.2,3.2,5.71,54.4,Yes,2,7.0,Low,No,8.2,Yes,5.3,D,42.5
S0380,Male,20,Electrical,1,80.5,5.0,5.97,46.2,Yes,4,6.9,High,Yes,7.6,No,4.0,C,51.4
S0381,Male,18,BBA,1,85.7,4.9,6.34,68.9,Yes,2,5.3,High,Yes,7.2,No,8.9,C,55.6
S0382,Female,19,Civil,1,92.7,7.4,9.38,92.1,Yes,1,8.0,Low,Yes,6.9,No,3.1,B,67.7
S0383,Female,24,MBA,3,76.7,3.7,6.31,61.1,No,2,5.2,Low,Yes,4.2,No,1.3,D,38.8
S0384,Female,19,MBA,1,75.8,6.3,8.11,71.5,No,0,6.2,Low,No,4.6,No,30.2,D,44.2
S0385,Female,21,Electronics,1,80.5,3.3,7.44,67.2,No,2,6.1,Low,No,8.3,No,27.0,C,46.9
S0386,Female,19,Electronics,4,,3.9,6.57,74.7,Yes,2,6.1,Low,Yes,3.5,No,2.8,D,33.5
S0387,Male,21,Civil,2,68.0,5.9,5.32,43.2,No,2,6.3,High,Yes,6.7,No,6.2,D,37.2
S0388,Male,18,Computer Science,1,70.1,2.5,6.15,77.9,Yes,4,6.2,Low,Yes,5.9,Yes,18.8,F,20.8
S0389,Female,24,MBA,1,80.2,4.3,6.2,55.4,No,1,6.2,Medium,Yes,8.4,No,11.8,C,49.5
S0390,Female,20,Computer Science,1,86.8,7.1,8.64,83.8,Yes,2,6.3,Low,Yes,6.7,No,6.0,C,55.0
S0391,Other,19,Computer Science,1,72.7,5.0,6.52,70.4,Yes,1,7.8,High,Yes,6.5,No,14.6,D,30.9
S0392,Male,18,Civil,3,71.5,5.2,8.79,77.1,Yes,0,6.2,Medium,Yes,5.1,No,23.7,C,48.9
S0393,Male,18,Computer Science,1,82.1,3.4,8.65,85.6,Yes,1,7.3,High,Yes,6.5,Yes,27.1,C,59.3
S0394,Female,20,MBA,1,70.3,4.9,5.8,67.7,Yes,1,6.7,Medium,Yes,7.8,No,5.8,D,44.0
S0395,Male,19,Electrical,3,72.0,3.6,7.12,46.7,No,0,6.9,Low,No,6.5,Yes,2.9,D,33.1
S0396,Female,22,Electronics,3,92.0,7.4,8.56,78.4,No,0,7.4,Low,No,5.3,No,25.4,B,67.7
S0397,Female,20,Electrical,2,91.3,4.5,7.05,,Yes,3,5.1,Medium,Yes,5.5,Yes,2.0,C,46.6
S0398,Male,19,Computer Science,2,80.4,5.5,7.4,75.3,Yes,3,7.3,Medium,Yes,8.8,No,13.8,C,53.7
S0399,Female,20,Electrical,2,72.2,5.8,8.44,65.7,No,1,6.2,Medium,No,5.4,No,2.5,B,60.9
S0400,Female,21,MBA,2,78.2,3.9,7.54,63.2,No,1,5.3,Low,Yes,1.1,Yes,5.9,C,48.5
S0401,Male,18,MBA,2,81.6,0.1,7.44,62.4,No,2,7.4,Low,No,6.1,Yes,6.3,D,38.2
S0402,Female,18,Computer Science,2,78.6,4.9,7.53,56.4,No,3,6.0,Medium,No,3.1,No,2.7,C,45.9
S0403,Female,17,Civil,4,66.6,5.1,6.13,66.0,Yes,2,7.0,Medium,Yes,4.3,No,26.6,D,35.8
S0404,Female,21,Electrical,1,68.7,,5.12,52.2,No,0,3.2,Medium,No,6.9,Yes,1.0,D,38.9
S0405,Male,21,Civil,3,70.0,0.0,4.6,51.3,No,1,7.4,Low,Yes,10.0,Yes,23.4,F,21.6
S0406,Female,20,Civil,1,79.5,7.0,6.18,63.7,Yes,3,9.6,Medium,Yes,9.8,No,22.5,B,63.0
S0407,Male,22,Mechanical,3,68.3,4.4,6.93,87.6,Yes,0,6.5,Low,Yes,1.0,Yes,4.8,D,34.5
S0408,Male,22,Computer Science,3,81.7,4.0,7.74,65.4,Yes,0,6.2,Low,Yes,4.7,Yes,13.2,C,46.4
S0409,Female,20,Electronics,4,70.0,4.5,8.86,76.1,Yes,4,5.9,Medium,Yes,4.7,No,3.9,C,51.4
S0410,Male,22,MBA,1,75.2,4.1,6.07,63.8,Yes,4,7.2,Low,Yes,4.7,No,15.2,D,34.5
S0411,Male,19,MBA,2,91.8,8.2,10.0,80.0,No,2,6.1,Low,No,6.6,No,9.2,B,68.8
S0412,Female,18,Computer Science,2,93.8,5.6,9.52,84.3,Yes,0,7.3,Low,Yes,6.2,Yes,4.6,B,65.4
S0413,Female,19,BBA,3,62.3,0.5,4.32,59.3,Yes,2,8.6,Low,Yes,4.4,Yes,6.1,F,24.6
S0414,Female,18,BBA,2,79.3,4.7,7.68,72.9,No,1,7.5,Low,Yes,3.6,No,12.7,C,51.6
S0415,Female,20,BBA,2,78.4,3.5,8.09,66.5,No,1,6.3,Low,No,3.9,Yes,24.7,C,49.4
S0416,Male,23,Electronics,2,67.9,2.0,4.69,42.5,Yes,0,5.2,Low,Yes,5.8,No,2.4,D,36.6
S0417,Male,17,MBA,2,71.2,3.7,6.81,72.9,No,0,6.0,Low,No,4.8,Yes,9.5,C,46.1
S0418,Male,18,Computer Science,2,78.7,4.4,7.34,67.3,Yes,0,6.3,Medium,Yes,7.7,No,3.9,C,58.9
S0419,Female,20,MBA,1,73.3,4.1,7.48,60.2,No,2,4.9,Low,No,5.6,Yes,17.2,D,35.5
S0420,Female,23,Civil,4,78.2,3.8,7.67,65.5,No,2,7.8,Low,No,6.7,No,1.7,C,56.8
S0421,Female,19,Electrical,3,82.5,6.0,7.46,69.9,Yes,0,7.2,Low,Yes,5.8,No,12.7,D,36.0
S0422,Female,20,Electrical,4,76.7,8.7,6.97,65.7,Yes,0,5.2,Medium,Yes,2.6,No,2.9,C,46.0
S0423,Male,17,MBA,1,84.9,7.2,8.52,80.4,No,1,4.4,High,Yes,3.8,No,10.1,C,52.9
S0424,Female,18,Mechanical,4,,3.5,8.68,56.4,Yes,0,7.4,Medium,Yes,8.9,Yes,19.1,D,39.3
S0425,Male,25,Electronics,3,74.5,0.5,8.37,78.3,No,1,4.5,Medium,Yes,7.4,No,15.1,C,46.0
S0426,Female,24,BBA,3,70.0,2.7,5.67,61.6,No,1,6.6,Medium,Yes,6.3,No,15.0,D,43.8
S0427,Male,17,Electronics,3,78.9,8.0,,92.5,Yes,0,6.0,Medium,Yes,4.9,No,8.3,C,54.3
S0428,Female,24,Electronics,2,81.6,5.4,8.16,70.4,Yes,0,7.5,Medium,Yes,9.5,No,23.1,C,56.0
S0429,Male,20,Civil,3,69.6,2.7,6.16,67.8,Yes,5,7.5,Low,Yes,5.5,No,9.9,C,45.2
S0430,Male,22,Electronics,2,73.5,2.3,7.83,60.6,No,3,5.5,Low,No,3.2,Yes,26.0,F,19.9
S0431,Male,20,Electrical,1,70.5,1.0,6.48,58.1,No,2,7.6,Low,Yes,6.3,Yes,8.9,D,34.3
